epoch,loss
1,0.1440326736044528
2,0.055544080101509595
3,0.04733300306347769
4,0.04243240602759283
5,0.03929225032898917
6,0.036735752931059296
7,0.0349540662354053
8,0.03305637354114607
9,0.03213881389863456
10,0.030739812625210677
11,0.029770511953132368
12,0.029030664698846305
13,0.028430449748550777
14,0.02761700444979899
15,0.027156404330770472
16,0.02671511036190969
17,0.026874958287312914
18,0.026005976861203785
19,0.025876750418944144
20,0.025118468662918503
21,0.02500274838573897
22,0.024901892419960072
23,0.024632987746996664
24,0.02434950134258217
25,0.023997278675548177
26,0.023810002563604667
27,0.023610574387903534
28,0.023229188994685217
29,0.023219569766921782
30,0.02301049132400484
31,0.02267679562375172
32,0.022661011860664212
33,0.022292443801329206
34,0.022080904164754632
35,0.02191995402603452
36,0.021812315960762215
37,0.02159088029901483
38,0.02146175507900875
39,0.0213544079894895
40,0.021098692540023754
41,0.020970768726138928
42,0.020976052369310785
43,0.0207401795674171
44,0.020481681965513907
45,0.020577512222773105
46,0.02044874660448352
47,0.020341421296792245
48,0.020014310297347716
49,0.020171822702039533
50,0.01986263792461424
51,0.019888721003350037
52,0.01974007034146074
53,0.019693563122357895
54,0.019618911084844107
55,0.019394086715556792
56,0.01949151758271367
57,0.019057362006782597
58,0.01932264876955036
59,0.019044189644393635
60,0.019105102616681982
61,0.018993488137624158
62,0.018676345153197424
63,0.018859426004450713
64,0.01872985612656643
65,0.01863617117780803
66,0.018645316153875928
67,0.018579993647203516
68,0.018303153091179792
69,0.018359721360255533
70,0.018419377825487016
71,0.01838127255384157
72,0.01818659454028108
73,0.01819642615129254
74,0.01810688832635755
75,0.01793246399333228
76,0.01798316317874549
77,0.01790387334941483
78,0.017916096485595206
79,0.017921800933667083
80,0.01781214282973044
81,0.017665819848762518
82,0.017953042761047384
83,0.01755555954052886
84,0.017543131402179377
85,0.017546333414293937
86,0.01757726701560305
87,0.01745912746818208
88,0.01735846481438893
89,0.017423767693785588
90,0.017236035400584562
91,0.017446289283793364
92,0.0172470619540606
93,0.01735070546560768
94,0.017095503425086613
95,0.017232299796236094
96,0.01709474721200653
97,0.017089809318865414
98,0.01701073969867247
99,0.01705686939852451
100,0.017025024366022934
101,0.016970554262455275
102,0.017082582763048696
103,0.01682963088822009
104,0.016814885216195192
105,0.016800914036193444
106,0.016991622391532162
107,0.01691043664659582
108,0.01653848562056004
109,0.016870283924821598
110,0.016663605833787527
111,0.016454852964562266
112,0.016719477654281837
113,0.016614773296820585
114,0.016544075147596312
115,0.016556146422595674
116,0.01644992975712712
117,0.016511941731754524
118,0.01652668314332615
119,0.01632759850055202
120,0.016344573251458248
121,0.0162933456377863
122,0.016286022245272327
123,0.016373164062179736
124,0.01631916811995542
125,0.01619339504265296
126,0.01616729458849599
127,0.016167017971790994
128,0.016198823263229273
129,0.01615273720348504
130,0.016112096406130205
131,0.016047645471434096
132,0.01611960850266823
133,0.016037758523181303
134,0.015879040166958056
135,0.016448718301062263
136,0.015874840736166754
137,0.016216056414448947
138,0.015591929444292588
139,0.015894924033321996
140,0.015991574278407132
141,0.015772787867975768
142,0.015709433099949984
143,0.015758223546696686
144,0.015835738560157037
145,0.015864125647540413
146,0.015551147454265338
147,0.015684497841536554
148,0.015762328580299866
149,0.015476030478281761
150,0.015618898134344994
151,0.015518725516079968
152,0.015452728599810334
153,0.015607072290644716
154,0.015469123366108136
155,0.015328678907131526
156,0.015564876622450886
157,0.015490072556952042
158,0.015425488248523047
159,0.015344553564522249
160,0.015242842908726255
161,0.015526960485739939
162,0.015255637320953964
163,0.015238076260786004
164,0.015190374710833404
165,0.015399447385110517
166,0.015215871501157977
167,0.015269674499755475
168,0.015074905473738909
169,0.015374062645401972
170,0.015130576385713336
171,0.015001011581452036
172,0.015105321190194853
173,0.015157592079755085
174,0.015055999924331459
175,0.015013694617230056
176,0.015151720139573313
177,0.015058422829511005
178,0.0149092803876013
179,0.014997645316006088
180,0.01499179562331358
181,0.014977928730589686
182,0.014800197187699933
183,0.015231981769259741
184,0.014897584769207595
185,0.014822533117857441
186,0.014912916201430915
187,0.015159500797571087
188,0.014626530888698884
189,0.014778568527536161
190,0.014984535706688219
191,0.014696136874549869
192,0.014705301095634254
193,0.014729709065616575
194,0.014841658876402609
195,0.014876404360159119
196,0.014689882536099028
197,0.014651522471277571
198,0.014633475830639476
199,0.014690350254636202
200,0.014665130164418647
201,0.014500109735987525
202,0.01463066281250386
203,0.01478269286870734
204,0.014504771867294364
205,0.014657419320863129
206,0.01451213891381648
207,0.014474916918231035
208,0.014503873154910198
209,0.014507350692553307
210,0.014544306051875674
211,0.014401230043662129
212,0.014497692877454544
213,0.014632183592766523
214,0.0144276839486365
215,0.014516795054078102
216,0.01459100820235352
217,0.014407223125280285
218,0.01431603589331481
219,0.014362346999514015
220,0.014338057564654902
221,0.01445349731218459
222,0.014341957192979198
223,0.014317779544629712
224,0.014289631549991778
225,0.014370540803326155
226,0.01422393280289956
227,0.014517419339060339
228,0.01426085907576689
229,0.014326090576933391
230,0.01427134155615497
231,0.014235839143451025
232,0.014179005204185621
233,0.014406803126599806
234,0.014291229685629481
235,0.014078287685762591
236,0.01419986183268588
237,0.014344603156865532
238,0.0141659463449979
239,0.014223825207341518
240,0.014145772702602753
241,0.014273196945328321
242,0.01410756289347339
243,0.01406980552641091
244,0.014394680434254124
245,0.01409008295567178
246,0.013994156827788744
247,0.014157230395879319
248,0.014097817499301772
249,0.014067319346897637
250,0.014073329678833929
